player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards,goals_per90,assists_per90,expectedGoals_per90,expectedAssists_per90,keyPasses_per90,successfulDribbles_per90,tacklesWon_per90,interceptions_per90,ballRecovery_per90,aerialDuelsWon_per90,dribbledPast_per90,saves_per90,goalsPrevented_per90,finishing,creative_efficiency,defensive_efficiency,impact_score,cluster,pca1,pca2,xg_difference,offensive_overperformance,defensive_overperformance,midfield_overperformance,goalkeeper_overperformance,true_overperformance,rating_norm,goals_per90_norm,assists_per90_norm,keyPasses_per90_norm,expectedGoals_per90_norm,expectedAssists_per90_norm,true_overperformance_norm
Declan Rice,Arsenal,M,41,28.08219178,459,72,48.64864865,891,687,1578,87.8130217,44,72.13114754,17,30,5,154,14,3,10,10,65,15,12,77,1,0,6.0731214,2.8732,20,0,11.11111111,4,9,21,15,6,3,1,0.0,77,56.20437956,1,0,0,219,30,59,0,29,2585,1,0,1,0,0,0.0,0,0,0,0,406,11,0,7.49,0,3,0,0,0,0,0,646.25,0.0,5,13,23,14,12,12,48.0,57,31,54.38596491,58,25,146,121,61.11111111,148,1054,743,1797,36,3,2327,8,2,0.13926499032882012,0.17408123791102514,0.1000340425531915,0.21144329825918762,2.054158607350097,0.41779497098646035,1.079303675048356,1.0444874274661509,5.361702127659575,1.5319148936170213,0.41779497098646035,0.0,0.0,1.1267999999999998,-1.0731213999999998,114,0.4836279023352857,0,1.1811599408439502,1.0767593436664114,1.1267999999999998,0.37561502,0.934816247582205,15.284195124052223,2.5,6.4508873071373305,0.9559633027522931,0.17007209425004396,0.2946083172147002,0.5507133692092615,0.12792219122757537,0.46632181222326363,0.8502575197748907
Gabriel Magalhães,Arsenal,D,1,20.0,180,63,46.32352941,512,747,1259,88.72445384,87,66.92307692,43,25,4,46,5,3,6,13,149,2,4,62,1,2,1.73381605,1.8798,14,0,16.66666667,3,7,15,10,5,3,0,0.0,60,75.94936709,1,0,1,160,18,6,2,24,2166,0,0,0,0,0,0.0,0,0,0,0,181,2,0,7.368,0,0,0,0,0,0,0,722.0,0.0,0,14,4,7,5,1,50.0,32,16,50.0,6,2,5,147,70.33492823,136,622,797,1419,18,5,1747,27,3,0.12465373961218837,0.16620498614958448,0.07810803324099723,0.07204221814404432,0.24930747922437674,0.04155124653739612,0.6648199445983379,0.7479224376731303,1.9113573407202216,3.6149584487534625,0.16620498614958448,0.0,0.0,1.1202,2.2661839500000003,179,0.37425367239984686,1,-0.35931266750426044,-0.5905980626098499,1.1202,2.7065287650000003,1.155124653739612,13.891775583444597,3.25,4.571998002854917,0.866422018348624,0.15222865776882397,0.28127885503231764,0.06683853980965965,0.09988350475141208,0.1580202392633094,0.6641797313766176
Bukayo Saka,Arsenal,F,36,32.43243243,300,14,36.84210526,419,105,524,76.72035139,22,44.89795918,27,27,3,105,9,8,22,7,10,29,15,140,0,1,5.76195133,6.9941,28,0,9.523809524,6,9,16,11,5,6,0,0.0,136,54.6184739,1,0,1,159,14,54,3,22,2001,14,0,2,1,0,100.0,0,1,0,0,362,25,0,7.214814815,0,2,0,0,0,0,0,333.5,0.0,2,47,16,15,26,49,53.26086957,36,17,47.22222222,52,92,111,158,53.02013423,38,557,126,683,63,4,1236,51,1,0.2698650674662669,0.13493253373313344,0.3145772113943029,0.2591582307346327,2.428785607196402,2.2038980509745127,0.7646176911544228,0.6296851574212894,4.72263868065967,0.9895052473763118,0.6746626686656672,0.0,0.0,-0.9941000000000004,-2.7619513299999996,26,0.4921594573992482,0,3.2121878460983964,0.28697553103210366,-0.9941000000000004,-2.927465931,0.553223388305847,13.603576898867317,1.75,-0.0997405745893177,0.7539925247706423,0.32956249148153194,0.2283545727136432,0.6511496726884084,0.4022771165168267,0.5718488908062056,0.20150916292728388
Martín Zubimendi,Arsenal,M,2,18.18181818,369,48,49.48453608,833,661,1494,88.19362456,59,68.60465116,27,31,1,99,1,2,7,10,64,9,17,84,2,2,2.18562559,2.7812,27,0,19.23076923,5,6,20,15,5,3,2,0.0,68,54.4,2,0,2,200,34,16,0,30,2604,0,0,0,0,0,0.0,0,0,0,0,258,6,0,7.087096774,0,3,0,0,0,0,0,520.8,0.0,0,19,7,10,9,6,50.0,54,30,55.55555556,16,12,11,127,60.18957346,97,985,709,1694,26,2,2026,10,4,0.1728110599078341,0.03456221198156682,0.09612442396313366,0.07554005495391705,0.5529953917050692,0.2073732718894009,1.0368663594470047,1.1751152073732718,3.421658986175115,2.0391705069124426,0.5875576036866359,0.0,0.0,2.2188,-1.18562559,111,0.29706515024888014,1,-0.8321855672493292,0.19062093302611302,2.2188,1.3888620870000001,1.0351382488479264,14.296891831379032,2.5,6.481329217121198,0.6602545130275228,0.21103896103896103,0.05849174347158219,0.14825630028440634,0.1229226234390565,0.1657561089534887,0.8532723665098775
Martin Ødegaard,Arsenal,M,5,25.0,228,32,56.14035088,373,164,537,85.10301109,2,28.57142857,5,20,5,51,5,0,4,2,6,10,10,43,0,1,2.92470393,1.0108,7,0,5.0,1,6,11,8,3,0,1,0.0,33,46.47887324,0,0,0,94,7,31,1,13,1078,2,0,1,0,0,0.0,0,0,0,0,148,14,0,6.995,0,0,0,0,0,0,0,1078.0,0.0,0,9,11,9,7,9,45.0,17,6,35.29411765,30,20,20,35,44.87179487,57,455,176,631,20,2,770,7,0,0.08348794063079777,0.4174397031539889,0.08438961038961038,0.24417750807050095,2.588126159554731,0.75139146567718,0.5009276437847866,0.5844155844155845,4.257884972170686,0.16697588126159554,0.8348794063079777,0.0,0.0,-0.01079999999999992,2.07529607,9,0.45945091547199657,0,3.302997333004972,0.6512920944985082,-0.01079999999999992,1.4419072489999998,0.2588126159554731,14.79681143940445,0.5,6.547249998552876,0.5926605504587155,0.10195648507336819,0.706458719851577,0.6938683664284796,0.10791630131452591,0.5387172941384196,0.8598009007829369
Eberechi Eze,Arsenal,F,2,18.18181818,184,13,39.39393939,303,134,437,84.20038536,8,26.66666667,22,26,2,61,4,1,19,2,10,16,4,73,0,0,2.23044189,3.7507,16,0,12.24489796,6,8,10,7,3,6,0,0.0,69,57.5,0,0,0,82,8,13,1,17,1504,1,0,0,0,0,0.0,0,0,0,0,149,15,0,6.992307692,0,5,0,0,0,0,0,250.6666667,0.0,0,29,20,14,16,23,57.5,16,12,75.0,13,40,11,77,51.33333333,33,372,147,519,49,2,760,30,1,0.3590425531914893,0.11968085106382978,0.22444348404255318,0.1334705918218085,0.7779255319148937,1.3763297872340425,0.7180851063829786,0.4787234042553191,3.6502659574468086,0.4787234042553191,0.23936170212765956,0.0,0.0,2.2493,-0.23044188999999982,26,0.38731622103295904,2,1.4155378768717932,-0.9384428421005242,2.2493,2.087990677,0.4547872340425531,13.848265877487368,0.5,3.6887116127773605,0.5906845445871554,0.4384671179883945,0.2025432180851064,0.20855935327575312,0.2870153155132961,0.29387617534058835,0.5767025300250997
William Saliba,Arsenal,D,4,44.44444444,221,44,48.35164835,589,1034,1623,92.68989149,60,54.05405405,51,25,0,96,0,2,1,11,102,6,6,83,0,2,0.90453671,0.8575,17,0,20.0,1,1,16,11,5,1,0,0.0,48,60.0,1,0,0,128,14,7,0,24,2075,1,0,0,0,0,0.0,0,0,0,0,156,2,0,6.991666667,0,0,0,0,0,0,0,2075.0,0.0,0,5,0,3,1,4,57.14285714,29,17,58.62068966,7,7,9,108,56.54450262,91,674,1077,1751,5,0,1990,15,1,0.043373493975903614,0.0,0.03719277108433735,0.03923291754216868,0.3036144578313253,0.17349397590361446,0.7373493975903614,0.6072289156626506,4.163855421686747,2.602409638554217,0.26024096385542167,0.0,0.0,0.14249999999999996,-0.90453671,127,0.20727215118626585,1,-1.381617653681557,-0.6759187825134538,0.14249999999999996,-0.490675697,0.9216867469879517,15.060520868548192,2.75,4.244540910779819,0.5902140675229353,0.052968236582694415,0.0,0.08139806751759514,0.04756161656072396,0.08545868540074783,0.6317496721124636
David Raya,Arsenal,G,0,0.0,72,163,35.28138528,133,471,604,66.51982379,7,87.5,1,31,0,258,0,0,0,15,30,0,0,1,1,3,0.10104617,0.0,0,0,0.0,0,0,22,16,6,0,0,-0.8838,11,100.0,0,29,0,304,1,3,0,31,2790,0,0,0,0,0,0.0,0,0,0,0,312,0,8,6.929032258,0,0,36,13,50,0,10,0.0,0.0,0,0,0,0,0,1,100.0,1,1,100.0,3,1,0,18,94.73684211,462,403,505,908,0,2,1197,9,1,0.0,0.0,0.0,0.0032595538709677425,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.03225806451612903,8.32258064516129,0.22580645161290322,0.0,1.6129032258064515,-0.02850967741935484,0.0,-0.10104617,32,0.1671648856072362,0,-1.8748942013029355,-1.9885348151490425,0.0,-0.070732319,0.06612903225806452,12.093304585999999,4.3851829032258065,4.3851829032258065,0.5442438590825684,0.0,0.0,0.025944852549771108,0.0,0.005899440986493588,0.6456783005051143
Piero Hincapié,Arsenal,D,4,14.28571429,146,20,35.71428571,324,338,662,89.21832884,30,51.72413793,28,21,2,55,2,0,1,3,75,4,11,62,0,0,1.34832156,0.3286,16,0,50.0,1,3,16,12,4,1,0,0.0,55,61.79775281,0,0,0,80,20,12,1,17,1504,0,1,0,0,0,0.0,0,0,0,0,146,3,0,6.919047619,0,0,0,0,0,0,0,1504.0,0.0,0,1,1,0,1,5,45.45454545,39,21,53.84615385,12,11,28,85,57.82312925,56,378,364,742,2,1,1091,12,2,0.05984042553191489,0.11968085106382978,0.019663563829787234,0.08068413590425533,0.7180851063829786,0.2992021276595745,1.2566489361702127,1.196808510638298,3.291223404255319,1.7952127659574468,0.6582446808510638,0.0,0.0,0.6714,0.65167844,105,0.25124481103793467,1,-0.47019620876841633,0.9549729390589178,0.6714,1.127574908,1.0591755319148937,14.477055998273935,0.75,4.42390555491742,0.536915683669724,0.07307785299806575,0.2025432180851064,0.19251632610069516,0.025145501553755063,0.17713283750618478,0.6495132392485887
Cristhian Mosquera,Arsenal,D,0,0.0,62,6,37.5,151,254,405,91.21621622,11,37.93103448,18,14,0,23,0,0,0,1,32,0,3,30,0,1,0.49156338,0.0,8,0,0.0,0,0,5,4,1,0,0,0.0,26,68.42105263,0,0,0,39,8,3,0,6,678,1,0,0,0,0,0.0,0,0,0,0,49,0,0,6.916666667,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,23,15,65.2173913,3,1,0,37,55.2238806,16,169,275,444,0,0,546,3,2,0.0,0.0,0.0,0.06525177610619469,0.39823008849557523,0.0,1.991150442477876,1.0619469026548671,3.0530973451327434,1.4601769911504425,0.39823008849557523,0.0,0.0,0.0,-0.49156338,52,0.1765650912256859,1,-1.6609583761277191,1.3702794952890798,0.0,-0.344094366,1.247787610619469,14.601400244283187,0.25,4.347408472542478,0.535168195963303,0.0,0.0,0.10676421624463332,0.0,0.14300239320621116,0.6419372698315473
Jurriën Timber,Arsenal,D,6,13.04347826,344,20,38.46153846,573,352,925,85.25345622,40,66.66666667,20,30,5,97,4,7,3,11,53,25,9,110,0,1,1.60875528,4.7029,38,0,12.0,3,8,20,14,6,3,0,0.0,107,54.31472081,2,0,0,160,24,27,0,28,2457,0,0,0,0,0,0.0,0,0,0,1,302,7,0,6.913333333,0,1,0,0,0,0,0,819.0,0.0,0,24,1,15,7,13,39.39393939,66,37,56.06060606,27,33,46,147,57.19844358,52,695,390,1085,25,1,1656,29,5,0.10989010989010989,0.18315018315018314,0.17226739926739926,0.058928764835164835,0.989010989010989,0.47619047619047616,1.3553113553113554,0.8791208791208791,3.5531135531135534,1.465201465201465,0.32967032967032966,0.0,0.0,-1.7028999999999996,3.39124472,105,0.317159474210169,1,0.4622311206779995,0.8480171941228768,-1.7028999999999996,0.670971304,0.9816849816849818,14.037182858641025,2.75,4.198952399271245,0.5327217122935775,0.1341991341991342,0.30995624745624745,0.26515069089326515,0.2202932384707296,0.12901832422272946,0.6272347656842083
Leandro Trossard,Arsenal,F,12,22.64150943,244,29,44.61538462,375,110,485,76.01880878,6,40.0,9,26,5,68,4,6,18,2,12,35,16,100,0,1,2.67849508,4.8222,13,0,11.36363636,5,10,14,11,3,3,2,0.0,72,44.17177914,0,0,2,153,8,30,1,18,1685,4,0,0,0,0,0.0,0,0,0,0,302,8,0,6.873076923,0,4,0,0,0,0,0,337.0,0.0,0,33,11,15,11,17,37.77777778,25,16,64.0,30,45,53,78,43.82022472,65,505,133,638,44,1,1006,31,1,0.26706231454005935,0.26706231454005935,0.25756557863501484,0.14306501910979227,1.6023738872403561,0.9080118694362018,0.8545994065281899,0.42729970326409494,3.6320474777448073,0.3204747774480712,0.8545994065281899,0.0,0.0,0.1778000000000004,2.32150492,20,0.42025666559680996,0,2.3461108906675725,-0.1552885569088495,0.1778000000000004,1.8028534440000004,0.36320474777448075,12.907430301747773,0.5,3.324575103039614,0.5031757233027525,0.3261397356352846,0.4519658753709199,0.4295913270852308,0.32937140560194506,0.3150953583059718,0.5406398858594053
Mikel Merino,Arsenal,M,0,0.0,96,7,33.33333333,164,105,269,75.77464789,28,39.43661972,43,21,3,55,4,4,6,2,19,17,6,92,0,0,1.45131127,2.9983,21,0,19.04761905,4,7,9,7,2,4,0,0.0,51,51.0,3,0,0,86,10,12,0,10,1007,3,0,0,0,0,0.0,0,0,0,0,133,8,0,6.861904762,0,1,0,0,0,0,0,251.75,0.0,0,17,4,7,8,5,41.66666667,26,13,50.0,12,12,4,79,46.19883041,21,237,118,355,21,1,539,20,1,0.3574975173783515,0.26812313803376364,0.2679712015888778,0.1297100439920556,1.0724925521350546,0.4468718967229394,1.1618669314796426,0.8937437934458788,4.915590863952334,2.502482621648461,0.5362462760675273,0.0,0.0,1.0017,1.54868873,36,0.4257876737789226,0,1.4296608877107406,0.35571115671243325,1.0017,2.0857821110000003,1.0948361469712016,13.002894803733366,0.5,6.254437995287588,0.49497597211009126,0.4365803015256838,0.4537611717974181,0.2875318316340075,0.34267797659889654,0.285559289917991,0.8308019545119206
Noni Madueke,Arsenal,M,13,20.63492063,124,8,50.0,179,47,226,74.58745875,10,55.55555556,8,20,1,22,4,2,7,0,6,13,15,70,0,0,2.04337871,1.0238,12,0,10.0,2,3,7,4,3,1,1,0.0,50,44.64285714,1,0,0,77,4,17,1,12,908,2,0,0,0,0,0.0,0,0,0,0,198,7,0,6.857894737,0,0,0,0,0,0,0,454.0,0.0,0,19,1,6,7,24,52.17391304,16,9,56.25,17,46,63,60,46.15384615,16,249,54,303,20,2,552,10,0,0.19823788546255508,0.09911894273127754,0.10147797356828193,0.20253753733480173,1.685022026431718,2.378854625550661,0.8920704845814978,0.39647577092511016,2.180616740088106,0.9911894273127754,1.486784140969163,0.0,0.0,0.9762,-1.0433787099999998,4,0.3224207078243642,0,2.6379862940395458,-0.09592897770096562,0.9762,0.2458349030000001,0.40638766519823794,12.373665091106828,0.0,5.1290775306823795,0.49203283449541235,0.2420905086103324,0.16774504405286345,0.4517490295285035,0.12976867083309176,0.4466256943802341,0.7193506912963019
Ben White,Arsenal,D,2,15.38461538,75,6,35.29411765,109,61,170,82.92682927,9,42.85714286,12,7,1,18,2,0,0,2,17,1,5,24,0,0,0.48011543,0.436,5,0,0.0,0,1,4,3,1,0,0,0.0,19,61.29032258,0,0,0,35,3,6,0,5,420,2,0,0,0,0,0.0,0,0,0,0,59,2,0,6.857142857,0,0,0,0,0,0,0,0.0,0.0,0,3,1,3,1,2,66.66666667,13,7,53.84615385,6,3,13,28,53.84615385,17,140,65,205,4,0,326,4,0,0.0,0.2142857142857143,0.09342857142857143,0.10288187785714287,1.2857142857142856,0.4285714285714286,1.5,0.6428571428571428,3.857142857142857,1.9285714285714286,1.0714285714285714,0.0,0.0,-0.436,0.51988457,22,0.28362596575737786,0,0.6550145035875259,1.1442546494493118,-0.436,-0.07208080100000003,0.9428571428571427,13.87903057425,0.5,4.024659809126786,0.4914809959633031,0.0,0.36264880952380957,0.3446958981612447,0.1194752033943828,0.22622570504050862,0.6099735147768942
Riccardo Calafiori,Arsenal,D,3,14.28571429,161,18,50.0,292,265,557,85.42944785,40,58.82352941,28,22,2,64,0,1,9,3,48,7,8,72,0,1,0.48692635,2.8955,25,0,3.571428571,1,3,8,6,2,1,0,0.0,52,54.16666667,1,0,1,95,14,5,0,18,1455,2,0,0,0,0,0.0,0,0,0,0,175,4,0,6.852380952,0,0,0,0,0,0,0,1455.0,0.0,0,19,9,13,6,13,72.22222222,31,18,58.06451613,5,18,21,92,56.09756098,36,347,305,652,28,1,1010,9,5,0.061855670103092786,0.12371134020618557,0.17910309278350517,0.030119155670103093,0.30927835051546393,0.8041237113402061,1.1134020618556701,0.865979381443299,3.9587628865979383,2.4742268041237114,0.4948453608247423,0.0,0.0,-1.8955000000000002,1.51307365,72,0.2424943257248904,1,-0.3495582495022739,0.38541402609333764,-1.8955000000000002,-0.8363484450000003,1.0701030927835051,13.919885110747423,0.75,3.996580866606959,0.48798601981651313,0.07553889409559512,0.20936426116838489,0.08291653907658808,0.2290346316087249,0.06530254946249374,0.6071926870225699
Gabriel Martinelli,Arsenal,F,7,23.33333333,61,1,9.090909091,104,35,139,68.81188119,8,33.33333333,16,25,3,42,3,6,6,0,10,23,5,65,0,1,0.99101979,3.3793,7,0,4.0,1,4,5,4,1,1,0,0.0,40,44.94382022,0,0,0,63,0,9,0,9,852,5,0,0,0,0,0.0,0,0,0,0,162,13,0,6.616,0,1,0,0,0,0,0,852.0,0.0,0,22,3,9,10,18,54.54545455,10,7,70.0,9,33,30,48,42.47787611,11,156,46,202,25,0,418,13,2,0.1056338028169014,0.31690140845070425,0.35696830985915495,0.10468518908450704,0.9507042253521126,1.9014084507042253,0.7394366197183099,0.0,4.436619718309859,0.8450704225352113,0.528169014084507,0.0,0.0,-2.3793,2.00898021,12,0.31774201180174344,0,2.465466913893357,-0.34484243157471994,-2.3793,-0.9730138530000003,0.3485915492957746,11.78985488422183,0.0,1.0735769978128515,0.31449541284403626,0.1290012804097311,0.5363116197183099,0.25488076976711754,0.4564862843737022,0.23021393588831482,0.3177099090083897
Viktor Gyökeres,Arsenal,F,2,28.57142857,96,1,33.33333333,133,27,160,59.70149254,25,31.64556962,54,29,0,47,3,8,11,3,17,21,7,133,0,1,1.76750513,9.3498,28,0,25.58139535,11,11,11,8,3,10,1,0.0,34,30.08849558,1,0,1,108,1,16,1,23,1907,2,0,0,2,0,100.0,0,2,0,0,234,17,0,6.572413793,0,9,0,0,0,0,0,173.3636364,0.0,0,39,4,15,17,6,18.75,6,5,83.33333333,16,32,7,59,30.72916667,3,225,43,268,43,3,540,23,4,0.519140010487677,0.0,0.44125957000524385,0.08341660288411117,0.7551127425275301,0.2831672784478238,0.23597273203985317,0.04719454640797063,2.21814368117462,1.1798636601992658,0.33036182485579446,0.0,0.0,1.6502,-1.76750513,16,0.3300408584522936,2,0.7084765627626746,-2.878696781850466,1.6502,0.4129464089999999,0.28316727844782374,9.794903411899316,0.75,1.8072620463796798,0.28250553614678875,0.6339800734137389,0.0,0.2024433172210771,0.5642768167166068,0.18317600350787472,0.3903711833618225
Myles Lewis-Skelly,Arsenal,D,0,0.0,32,4,50.0,63,85,148,88.62275449,1,12.5,7,14,0,14,0,0,0,0,8,4,2,20,0,1,0.06480379,0.0516,6,0,0.0,0,0,5,5,0,0,0,0.0,15,53.57142857,0,0,0,19,2,3,0,1,336,0,0,0,0,0,0.0,0,0,0,0,33,0,0,6.55,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,5,83.33333333,4,3,75.0,3,6,0,16,44.44444444,8,75,92,167,1,0,233,6,3,0.0,0.0,0.01382142857142857,0.017358158035714288,0.8035714285714285,1.3392857142857142,0.8035714285714285,0.5357142857142857,3.75,0.26785714285714285,0.5357142857142857,0.0,0.0,-0.0516,-0.06480379,11,0.11389921995237304,0,-0.10858740845259145,-0.22000503782621836,-0.0516,-0.096962653,0.41517857142857134,14.51650271300893,0.0,3.8636884231593753,0.2660550458715596,0.0,0.0,0.21543493635077793,0.01767465738288461,0.03708013081286275,0.5940315434069202
Gabriel Jesus,Arsenal,F,0,0.0,28,0,0.0,48,14,62,74.69879518,6,28.57142857,15,11,0,18,0,3,3,0,3,8,1,37,0,0,0.203329,1.7605,6,0,14.28571429,2,2,6,4,2,1,1,0.0,11,33.33333333,0,0,0,21,2,1,0,2,306,5,0,0,0,0,0.0,0,0,0,0,55,3,0,6.527272727,0,2,0,0,0,0,0,153.0,0.0,0,12,2,2,9,6,46.15384615,4,0,0.0,1,13,0,17,31.48148148,1,63,20,83,14,0,169,1,2,0.5882352941176471,0.0,0.5177941176470587,0.05980264705882354,0.29411764705882354,1.7647058823529411,0.0,0.5882352941176471,5.294117647058823,1.7647058823529411,0.29411764705882354,0.0,0.0,0.23950000000000005,-0.203329,4,0.3324449787319364,2,1.0537077426177475,-2.398484419379067,0.23950000000000005,0.09716970000000005,0.4852941176470588,12.646240527,0.0,2.0183427658147055,0.24937447853210948,0.7183600713012478,0.0,0.07885200284734356,0.6621481691989011,0.13095101559006453,0.41127578554166555
Rodri,Manchester City,M,1,20.0,287,78,69.02654867,732,485,1217,89.88183161,28,77.77777778,8,18,0,91,2,0,4,2,34,10,12,47,0,3,2.26895352,0.7617,10,0,9.090909091,1,1,13,10,3,1,0,0.0,67,63.20754717,1,0,0,137,13,23,0,14,1245,0,0,0,0,0,0.0,0,0,0,0,172,7,0,7.452941176,0,0,0,0,0,0,0,1245.0,0.0,0,5,6,5,2,6,46.15384615,35,19,54.28571429,23,13,5,95,66.90140845,113,831,523,1354,11,2,1561,26,2,0.07228915662650602,0.0,0.05506265060240964,0.16402073638554218,1.6626506024096386,0.4337349397590362,1.3734939759036144,0.9397590361445783,6.578313253012048,2.024096385542169,0.8674698795180724,0.0,0.0,0.23829999999999996,-2.26895352,54,0.3746033845242844,0,-0.26311391663717143,1.0240384853845101,0.23829999999999996,-1.3499674640000001,1.0373493975903614,15.749785949692772,0.5,5.967397273795181,0.9287641658715593,0.08828039430449068,0.0,0.44575132212016383,0.0704133786866928,0.3614413449603173,0.8023745732320263
Erling Haaland,Manchester City,F,1,33.33333333,87,4,40.0,130,71,201,65.90163934,64,62.74509804,38,29,7,31,8,24,18,6,36,18,4,92,0,0,2.08367601,21.0095,19,0,21.56862745,22,29,27,20,7,21,1,0.0,49,47.57281553,3,0,4,104,4,21,17,28,2418,3,0,0,4,0,75.0,0,3,0,0,182,12,0,7.351724138,0,2,0,0,0,0,0,109.9090909,0.0,0,91,11,35,49,13,50.0,13,8,61.53846154,21,26,3,113,55.12195122,10,215,90,305,102,6,630,23,1,0.8188585607940447,0.26054590570719605,0.7819913151364765,0.07755617903225807,0.7816377171215881,0.4838709677419355,0.2977667493796526,0.1488833746898263,1.1538461538461537,2.3821339950372207,0.1488833746898263,0.0,0.0,0.9905000000000008,4.91632399,44,0.7259636679064978,2,2.9709336880802537,-2.8256476820190124,0.9905000000000008,4.431926793000001,0.6029776674937966,10.466669685212159,1.5,4.954243314281204,0.8544764315596325,1.0,0.4409377584780811,0.2095545782866128,1.0,0.170214999975865,0.7020357998601079
Marc Guéhi,Manchester City,D,3,23.07692308,245,63,39.87341772,658,863,1521,88.32752613,82,68.90756303,37,28,2,118,5,6,7,10,137,13,10,81,1,0,2.03411124,3.5818,18,0,7.407407407,2,4,30,23,7,2,0,0.0,67,60.36036036,1,0,2,201,39,14,0,28,2520,0,0,0,0,0,0.0,0,0,0,1,247,4,0,7.275,0,1,0,0,0,0,0,1260.0,0.0,0,26,1,13,7,5,55.55555556,37,24,64.86486486,14,9,13,149,64.7826087,158,799,923,1722,27,4,2116,25,5,0.07142857142857142,0.07142857142857142,0.12792142857142857,0.07264683,0.5,0.17857142857142855,0.8571428571428572,1.3928571428571428,4.214285714285714,2.928571428571429,0.3571428571428571,0.0,0.0,-1.5817999999999999,-0.0341112400000001,190,0.3218991692431996,1,-1.1289785405571275,0.5464039130835716,-1.5817999999999999,-1.605677868,1.2499999999999998,14.495862055571427,2.5,4.133113833692857,0.7981651376146788,0.08722943722943723,0.12088293650793651,0.13404840484048405,0.16358420623776773,0.1593574081436897,0.6207143737450886
Jérémy Doku,Manchester City,M,13,29.54545455,233,10,62.5,336,76,412,83.7398374,3,33.33333333,6,22,4,57,10,4,8,1,0,38,5,111,0,0,4.7226095,1.8343,17,0,4.545454545,1,5,13,10,3,0,1,0.0,118,52.91479821,0,0,1,80,10,43,0,13,1230,3,0,1,0,0,0.0,0,0,0,2,262,12,0,7.268181818,0,1,0,0,0,0,0,1230.0,0.0,0,16,6,6,8,63,57.79816514,16,11,68.75,42,109,44,121,52.15517241,16,408,84,492,22,3,880,40,0,0.07317073170731707,0.2926829268292683,0.1342170731707317,0.3455567926829268,3.146341463414634,4.609756097560975,0.8048780487804879,0.7317073170731708,4.170731707317073,0.21951219512195122,0.3658536585365854,0.0,0.0,-0.8343,-0.7226094999999999,16,0.5030446924550419,0,5.946186810017648,1.8642050096725373,-0.8343,-1.34012665,0.49024390243902444,14.791267247195123,0.25,5.478505019365854,0.7931609673394497,0.0893569844789357,0.4953252032520325,0.8435241085084118,0.17163499206804816,0.7629292793378835,0.7539566120131779
Rayan Cherki,Manchester City,M,19,32.75862069,335,22,46.80851064,580,236,816,86.07594937,1,14.28571429,6,25,8,76,15,1,13,2,6,27,17,104,0,1,6.62021491,2.47,13,0,9.090909091,3,11,13,10,3,2,1,0.0,91,48.14814815,0,0,1,132,7,43,0,14,1316,1,0,1,0,0,0.0,0,0,0,0,282,15,0,7.208,0,3,0,0,0,0,0,438.6666667,0.0,2,24,9,12,8,37,47.43589744,24,17,70.83333333,42,78,58,92,46.93877551,47,690,258,948,33,2,1311,30,1,0.20516717325227962,0.547112462006079,0.16892097264437692,0.4527502598024316,2.9407294832826745,2.5303951367781155,1.162613981762918,0.4787234042553191,5.197568389057751,0.06838905775075987,1.162613981762918,0.0,0.0,0.5299999999999998,1.3797850900000004,13,0.6123791944313454,0,5.837103383048329,1.788181100722778,0.5299999999999998,1.4958495630000002,0.38981762917933127,15.353227386863983,0.5,6.817594305781459,0.7489908256880735,0.25055263885051116,0.9259118541033434,0.7884001926028469,0.216013873011999,0.9999999999999999,0.8865747350266582
